name,id,sub1,sub2,sub3,marks,percentage,result,course_enrollment_date,study_hrs_per_day,age,grade,random_color,device_id
     ROHIT GUPTA     ,    STU-0686    ,   96   ,   74   ,   54   ,   96+74+54   ,   74.67   ,   Pass   ,   2024-01-08   ,   3.2   ,   18   ,   B+   ,   blue   ,   5A181DAE   
     Prasad Varma      ,   687   ,   58   ,   64   ,   50   ,   172   ,   incomplete   ,   Pass   ,   2018-06-14   ,   None   ,   18   ,   None   ,   black   ,   8FB3E5D1   
      anita rao      ,       688        ,   89   ,   59   ,   41   ,   89+59+41   ,   63.0   ,   Pass   ,   06-22-2023   ,   32.2   ,   19   ,   Good   ,   black   ,   FE85DD70   
      sanjana rao      ,     00689     ,   43   ,   59   ,   66   ,   43+59+66   ,   56.0   ,   Pass   ,   16-Sep-2023   ,   5.8   ,   19   ,   C   ,   white   ,   73124343   
     ANITA GOUD     ,     00690     ,   37   ,   35   ,   71   ,   37+35+71   ,   47.67   ,   Pass   ,   29-Nov-2018   ,   1.1   ,   7   ,   D   ,   red   ,   BCBE3D26   
     SHIVA VARMA     ,    STU-0691    ,   65   ,   96   ,   46   ,   65+96+46   ,   -11.3   ,   Pass   ,   07/02/2019   ,   1.6   ,   18   ,   None   ,   red   ,   D4952E21   
     VARUN AGARWAL     ,    STU-0692    ,   74   ,   36   ,   77   ,   74+36+77   ,   62.33   ,   Pass   ,   2019-02-18   ,   1.4   ,   11   ,   Good   ,   red   ,   949A909E   
      divya khan      ,   None   ,   70   ,   81   ,   57   ,   70+81+57   ,   69.33   ,   Pass   ,   14/02/2018   ,     2.1 hrs    ,   19   ,   Good   ,   black   ,   41F68DE0   
     Sanjana Reddy      ,    STU-0694    ,   58   ,   43   ,   70   ,   171   ,   135.77   ,   Pass   ,   03-03-2024   ,    0    ,     19 years    ,   Average   ,   None   ,   1ADB3A59   
     DIVYA GOUD     ,     id_695    ,   40   ,   -18   ,   76   ,   40+-18+76   ,   53.33   ,   Pass   ,   03-Mar-2018   ,   0.9   ,   None   ,   Average   ,   None   ,   0BDCE4B1   
     Rahul Gupta      ,     id_696    ,   38   ,   50   ,   47   ,   38+50+47   ,   106.87   ,   Pass   ,   03/10/2024   ,   6.9   ,   63   ,   Below Avg   ,   None   ,   634FEBDF   
     Suresh Goud      ,     S697X     ,   40   ,   64   ,   42   ,   error   ,   48.67   ,   Pass   ,"   May 17, 2020   ",    0    ,   19   ,   Below Avg   ,   red   ,   AF696364   
      akash rao      ,     id_698    ,   85   ,   95   ,   42   ,   85+95+42   ,   74.0   ,   Pass   ,   31-Jan-2022   ,   1.3   ,   19   ,   B+   ,   blue   ,   3BAAF7BC   
      rahul gupta      ,     id_699    ,   96   ,   31   ,   None   ,   187   ,   -22.47   ,   Pass   ,   19/01/2018   ,   5.4   ,   11   ,   Good   ,   white   ,   81E4B42E   
     Vikram Khan      ,       700        ,   91   ,   64   ,   31   ,   186   ,   62.0   ,   Pass   ,"   December 31, 2018   ",   0.3   ,   19   ,   B   ,   black   ,   0B6D34A0   
      harika sharma      ,     00701     ,   42   ,   49   ,   45   ,   42+49+45   ,   45.33   ,   Pass   ,   10-11-2024   ,    two    ,   None   ,   D   ,   yellow   ,   0000   
      vikram reddy      ,     id_702    ,   60   ,   39   ,   AB   ,   60+39+AB   ,   45.67   ,   Pass   ,   2021-02-14   ,   5.6   ,   16.5   ,   Below Avg   ,   white   ,   DB3B6D34   
     SNEHA AGARWAL     ,     S703X     ,   138   ,   54   ,   67   ,   N/A   ,   68.67   ,   Pass   ,   03/08/2019   ,   1.7   ,   16   ,   B+   ,   green   ,   E051D6AE   
     ROHIT PATEL     ,    STU-0704    ,   79   ,   95   ,   83   ,   N/A   ,   85.67   ,   Pass   ,   30/06/2019   ,     0.3 hrs    ,   6   ,   A+   ,   black   ,   096E86CE   
     Varun Naidu      ,     id_705    ,   78   ,   54   ,   85   ,   78+54+85   ,   72.33   ,   Pass   ,"   September 26, 2022   ",   2.9   ,   10   ,   None   ,   black   ,   id_missing   
     Akash Gupta      ,     S706X     ,   39   ,   83   ,   107   ,   N/A   ,   65.33   ,   Pass   ,   06-30-2024   ,   0.8   ,     17 years    ,   B   ,   unknown   ,   70DD86F4   
     MEENA GOUD     ,       707        ,   60   ,   62   ,   AB   ,   185   ,   -21.2   ,   Pass   ,"   February 24, 2018   ",   0.9   ,   5   ,   None   ,   white   ,   593F3930   
     AKASH KHAN     ,    STU-0708    ,   53   ,   65   ,   38   ,   53+65+38   ,   52.0   ,   Pass   ,   17/02/2020   ,    two    ,   16   ,   Average   ,   white   ,   C16ADADD   
      divya sharma      ,     S709X     ,   54   ,   43   ,   37   ,   134   ,   44.67   ,   Pass   ,   11/02/2018   ,   2.4   ,   None   ,   None   ,   red   ,   3D59F5DC   
      kiran gupta      ,     id_710    ,   46   ,   94   ,   36   ,   176   ,   58.67   ,   Pass   ,   None   ,     4.2 hrs    ,   7   ,   Average   ,   None   ,   9FBABED3   
      teja khan      ,     00711     ,   81   ,   83   ,   65   ,   81+83+65   ,   76.33   ,   Pass   ,"   August 19, 2018   ",   5.4   ,   18   ,   A+   ,   red   ,   6AADC85F   
     Kiran Sharma      ,    STU-0712    ,   35   ,   81   ,   47   ,   35+81+47   ,   54.33   ,   Pass   ,   29/03/2019   ,   4.7   ,   16   ,   Average   ,   red   ,   2CA78A40   
     Suresh Naidu      ,    STU-0713    ,   138   ,   ?   ,   32   ,   138+?+32   ,   37.33   ,   Fail   ,   07/09/2024   ,   1.2   ,   19   ,   Fail   ,   black   ,   6B8ED649   
     VARUN NAIDU     ,     00714     ,   138   ,   70   ,   57   ,   138+70+57   ,   75.0   ,   Pass   ,"   March 26, 2022   ",   1.4   ,   19   ,   Good   ,   white   ,   9988BC86   
     DIVYA NAIDU     ,    STU-0715    ,   72   ,   35   ,   None   ,   72+35+None   ,   68.67%   ,   Pass   ,   2021-10-13   ,   7.0   ,   17   ,   Good   ,   None   ,   D0F39DA3   
      varun goud      ,     id_716    ,   71   ,   54   ,   107   ,   71+54+107   ,   66.0   ,   Pass   ,   07-Jan-2022   ,   4.5   ,   None   ,   Good   ,   green   ,   D26FA677   
     Rohit Agarwal      ,    STU-0717    ,   45   ,   42   ,   50   ,   137   ,   45.67   ,   Pass   ,   25-Feb-2021   ,   7.0   ,   19   ,   D   ,   None   ,   None   
      anita rao      ,     id_718    ,   37   ,   ?   ,   57   ,   131   ,   43.67   ,   Pass   ,   2024-09-05   ,     3.0 hrs    ,     17 years    ,   Below Avg   ,   white   ,   64211FF5   
      varun sharma      ,     00719     ,   67   ,   50   ,   83   ,   200   ,   66.67%   ,   Pass   ,"   May 01, 2021   ",   None   ,   16   ,   Good   ,   green   ,   51E083AD   
     DEVIKA KHAN     ,   720   ,   40   ,   97   ,   AB   ,   40+97+AB   ,   73.33   ,   Pass   ,   30-May-2020   ,     4.2 hrs    ,   19   ,   B   ,   black   ,   D70E838F   
     Prasad Agarwal      ,     00721     ,   84   ,   54   ,   94   ,   232   ,   77.33   ,   Pass   ,   2018-03-26   ,   2.6   ,   17   ,   None   ,   blue   ,   2CB1F313   
     DEVIKA REDDY     ,     id_722    ,   44   ,   97   ,   107   ,   191   ,   63.67   ,   Pass   ,   None   ,   3.8   ,     18 years    ,   B   ,   yellow   ,   0106F0CD   
     POOJA PATEL     ,       723        ,   39   ,   74   ,   AB   ,   39+74+AB   ,   51.67   ,   Pass   ,"   February 18, 2018   ",   4.0   ,   44   ,   Average   ,   red   ,   4FB72468   
     DIVYA REDDY     ,     00724     ,   57   ,   89   ,   86   ,   57+89+86   ,   -4.19   ,   Pass   ,"   March 14, 2021   ",   None   ,   19   ,   A    ,   yellow   ,   BBADDFE7   
      rahul varma      ,       725        ,   44   ,   41   ,   78   ,   44+41+78   ,   54.33%   ,   Pass   ,   10/03/2018   ,   2.5   ,   18   ,   Average   ,   blue   ,   4E599658   
     DEVIKA VARMA     ,       726        ,   78   ,   61   ,   83   ,   78+61+83   ,   74.0   ,   Pass   ,   2024-12-01   ,   None   ,   16   ,   B+   ,   N/A   ,   AE760034   
     Vikram Goud      ,     id_727    ,   36   ,   42   ,   -24   ,   36+42+-24   ,   39.0   ,   Fail   ,"   August 29, 2022   ",   7.3   ,   None   ,   Poor   ,   black   ,   126C0D51   
     DEVIKA RAO     ,     id_728    ,   47   ,   60   ,   82   ,   189   ,   118.55   ,   Pass   ,   18-May-2022   ,   25.5   ,   19.5   ,   None   ,   green   ,   266516FD   
     ANITA REDDY     ,   729   ,   138   ,   49   ,   73   ,   138+49+73   ,   65.33   ,   Pass   ,"   January 04, 2024   ",   2.5   ,   16   ,   B   ,   None   ,   65D12F3C   
     Prasad Patel      ,     S730X     ,   None   ,   47   ,   76   ,   159   ,   absent   ,   Pass   ,"   February 13, 2023   ",    0    ,   17   ,   Average   ,   blue   ,   9A67F040   
      teja gupta      ,    STU-0731    ,   99   ,   89   ,   82   ,   270   ,   90.0   ,   Pass   ,"   October 12, 2020   ",   5.4   ,   17   ,   None   ,   black   ,   62FA68C9   
     HARIKA AGARWAL     ,     00732     ,   138   ,   None   ,   75   ,   138+None+75   ,   88.0   ,   Pass   ,"   March 22, 2019   ",   2.6   ,   10   ,   A+   ,   black   ,   F43379D0   
     POOJA AGARWAL     ,     id_733    ,   None   ,   ?   ,   42   ,   128   ,   42.67   ,   Pass   ,   2024-03-18   ,   7.9   ,   8   ,   D   ,   white   ,   2DB318BB   
      sanjana rao      ,     00734     ,   43   ,   61   ,   66   ,   170   ,   56.67   ,   Pass   ,"   November 02, 2021   ",   2.6   ,   18   ,   C   ,   red   ,   2A51CB9E   
     SNEHA PATEL     ,     S735X     ,   49   ,   None   ,   53   ,   error   ,   58.0   ,   Pass   ,   13/11/2023   ,   31.4   ,   16   ,   C   ,   green   ,   D4BA2C70   
      kiran patel      ,     S736X     ,   58   ,   31   ,   AB   ,   58+31+AB   ,   40.0   ,   Pass   ,   19/09/2018   ,   4.8   ,   17   ,   Poor   ,   blue   ,   CB21B97C   
     Rahul Naidu      ,       737        ,   -10   ,   89   ,   43   ,   -10+89+43   ,   68.0   ,   Pass   ,   2023-01-23   ,   6.4   ,   16   ,   B   ,   None   ,   D0513932   
     Sneha Rao      ,    STU-0738    ,   69   ,   52   ,   39   ,   160   ,   53.33   ,   Pass   ,   15-Jun-2020   ,   None   ,   19   ,   Average   ,   yellow   ,   4EACB062   
     SHIVA PATEL     ,   739   ,   83   ,   60   ,   64   ,   error   ,   69.0   ,   Pass   ,   30/12/2020   ,   3.4   ,   57   ,   None   ,   green   ,   88135E81   
      shiva patel      ,     00740     ,   None   ,   34   ,   54   ,   None+34+54   ,   61.33   ,   Pass   ,   16-Mar-2024   ,   None   ,   63   ,   B   ,   red   ,   55E36CD8   
      varun goud      ,    STU-0741    ,   AB   ,   63   ,   32   ,   AB+63+32   ,   63.0   ,   Pass   ,   06-Apr-2022   ,     0.1 hrs    ,   18   ,   None   ,   black   ,   518C309D   
     Anita Patel      ,   742   ,   84   ,   39   ,   46   ,   84+39+46   ,   56.33   ,   Pass   ,   02-Apr-2018   ,     7.2 hrs    ,   19   ,   Average   ,   blue   ,   7E4E855D   
     Rahul Rao      ,   None   ,   43   ,   31   ,   AB   ,   115   ,   38.33   ,   Fail   ,   05-07-2018   ,   None   ,   19   ,   Poor   ,   green   ,   1929BB6F   
     TEJA KHAN     ,    STU-0744    ,   138   ,   40   ,   83   ,   138+40+83   ,   None   ,   Pass   ,   2018-03-21   ,   None   ,     18 years    ,   Good   ,   yellow   ,   1E21B550   
      lokesh rao      ,     id_745    ,   69   ,   79   ,   53   ,   69+79+53   ,   67.0   ,   Pass   ,   01-22-2023   ,   None   ,     16 years    ,   B   ,   red   ,   None   
     Sneha Patel      ,     00746     ,   35   ,   60   ,   58   ,   check   ,   -24.37%   ,   Pass   ,"   September 09, 2020   ",   2.7   ,   None   ,   C   ,   red   ,   1B2D9C77   
     ANITA VARMA     ,    STU-0747    ,   74   ,   85   ,   72   ,   231   ,   77.0   ,   Pass   ,   07-04-2020   ,    0    ,     18 years    ,   A+   ,   white   ,   CABE20B6   
     VARUN KHAN     ,     S748X     ,   138   ,   38   ,   54   ,   190   ,   63.33   ,   Pass   ,   08-Dec-2024   ,     0.1 hrs    ,   9   ,   B   ,   green   ,   4CFDA4D5   
      harika agarwal      ,   749   ,   AB   ,   50   ,   AB   ,   AB+50+AB   ,   65.0   ,   Pass   ,   25/11/2019   ,   1.8   ,   16   ,   B+   ,   yellow   ,   764580EA   
     SNEHA PATEL     ,    STU-0750    ,   94   ,   57   ,   94   ,   94+57+94   ,   -7.38   ,   Pass   ,   25/01/2018   ,    two    ,   17   ,   None   ,   red   ,   A668FDB0   
     DEVIKA RAO     ,     id_751    ,   138   ,   150   ,   57   ,   138+150+57   ,   82.0   ,   Pass   ,   2018-06-05   ,   None   ,   None   ,   A    ,   N/A   ,   9FD4D867   
     Pooja Rao      ,     00752     ,   45   ,   36   ,   45   ,   45+36+45   ,   -22.89   ,   Pass   ,   12-18-2022   ,   4.9   ,   16.5   ,   D   ,   None   ,   CC0BF2DD   
     Teja Sharma      ,     00753     ,   138   ,   45   ,   107   ,   check   ,   56.33   ,   Pass   ,"   April 03, 2022   ",   -0.2   ,     18 years    ,   C   ,   unknown   ,   29BDFC0F   
      naveen sharma      ,     00754     ,   AB   ,   33   ,   87   ,   AB+33+87   ,   null   ,   Pass   ,   21/05/2023   ,   -0.9   ,   10   ,   Good   ,   black   ,   01B74FBD   
     NAVEEN AGARWAL     ,     id_755    ,   None   ,   ?   ,   56   ,   153   ,   51.0   ,   Pass   ,   None   ,   1.0   ,   18   ,   None   ,   black   ,   E39B297C   
      rohit rao      ,   756   ,   69   ,   69   ,   82   ,   69+69+82   ,   73.33   ,   Pass   ,   2020-12-16   ,   1.5   ,   18   ,   B   ,   white   ,   9395495F   
     MEENA GUPTA     ,     00757     ,   None   ,   ?   ,   71   ,   None+?+71   ,   -23.88   ,   Pass   ,"   June 17, 2022   ",   3.7   ,   19   ,   B+   ,   green   ,   48F71F33   
     POOJA SHARMA     ,   758   ,   39   ,   81   ,   88   ,   208   ,   69.33   ,   Pass   ,   None   ,   6.0   ,   16   ,   B   ,   yellow   ,   04D39D38   
      vikram goud      ,    STU-0759    ,   138   ,   81   ,   76   ,   138+81+76   ,   -13.55   ,   Pass   ,   11-08-2021   ,   7.2   ,   16.5   ,   Good   ,   None   ,   E563AFEC   
     ROHIT GUPTA     ,     S760X     ,   96   ,   65   ,   AB   ,   96+65+AB   ,   74.67   ,   Pass   ,   None   ,   6.7   ,   None   ,   B+   ,   red   ,   DA8395FE   
     Divya Gupta      ,   None   ,   38   ,   67   ,   66   ,   38+67+66   ,   -16.47   ,   Pass   ,   None   ,    two    ,   18   ,   Average   ,   red   ,   46294EA7   
     Sneha Gupta      ,   762   ,   76   ,   79   ,   35   ,   76+79+35   ,   63.33   ,   Pass   ,"   November 11, 2021   ",   3.5   ,   19   ,   B   ,   black   ,   FD284D45   
     PRASAD NAIDU     ,   763   ,   -10   ,   ?   ,   36   ,   -10+?+36   ,   None   ,   Pass   ,   None   ,     1.6 hrs    ,   None   ,   C   ,   white   ,   30F1A7BD   
     SHIVA KHAN     ,     S764X     ,   74   ,   150   ,   54   ,   74+150+54   ,   -5.45   ,   Pass   ,   15-Jan-2020   ,   2.1   ,   None   ,   Good   ,   black   ,   4CDB378D   
     Lokesh Khan      ,     00765     ,   73   ,   150   ,   62   ,   226   ,   75.33   ,   Pass   ,"   July 06, 2019   ",   4.0   ,   16   ,   A+   ,   None   ,   None   
     Divya Rao      ,       766        ,   -10   ,   36   ,   84   ,   168   ,   56.0   ,   Pass   ,   2021-03-22   ,   0.5   ,   8   ,   Average   ,   black   ,   14E6B90C   
     AKASH GUPTA     ,       767        ,   66   ,   56   ,   87   ,   66+56+87   ,   69.67   ,   Pass   ,"   October 01, 2019   ",   1.7   ,   17   ,   None   ,   blue   ,   125676A0   
     LOKESH SHARMA     ,     id_768    ,   85   ,   43   ,   None   ,   85+43+None   ,   54.67   ,   Pass   ,   08-25-2018   ,   7.5   ,   18   ,   Average   ,   red   ,   7683C5E1   
     Prasad Naidu      ,     S769X     ,   72   ,   150   ,   86   ,   192   ,   64.0   ,   Pass   ,   09-24-2020   ,     3.7 hrs    ,   17.5   ,   Good   ,   white   ,   103BC1CD   
      devika goud      ,     S770X     ,   57   ,   150   ,   41   ,   57+150+41   ,   60.67   ,   Pass   ,"   October 04, 2023   ",    0    ,   18   ,   B+   ,   blue   ,   A251899F   
     Shiva Reddy      ,     id_771    ,   138   ,   31   ,   45   ,   138+31+45   ,   57.67   ,   Pass   ,   06-27-2023   ,   0.1   ,   19   ,   C   ,   white   ,   None   
      meena agarwal      ,       772        ,   49   ,   91   ,   72   ,   212   ,   None   ,   Pass   ,   2021-12-30   ,   2.0   ,   19   ,   B+   ,   white   ,   D0E85215   
      sneha goud      ,    STU-0773    ,   59   ,   50   ,   -24   ,   59+50+-24   ,   48.33   ,   Pass   ,   27-Nov-2023   ,   6.9   ,   16   ,   D   ,   None   ,   5485DA74   
     LOKESH NAIDU     ,     00774     ,   51   ,   50   ,   80   ,   181   ,   60.33   ,   Pass   ,   2021-04-22   ,   1.3   ,   18   ,   None   ,   green   ,   454E14E3   
     KIRAN REDDY     ,     00775     ,   138   ,   39   ,   None   ,   138+39+None   ,   62.33   ,   Pass   ,   None   ,   3.3   ,   17   ,   B+   ,   black   ,   97A64803   
      meena goud      ,    STU-0776    ,   138   ,   87   ,   107   ,   138+87+107   ,   69.67   ,   Pass   ,"   June 30, 2023   ",   0.1   ,   17   ,   Good   ,   blue   ,   82D07EE9   
     SNEHA SHARMA     ,    STU-0777    ,   73   ,   68   ,   AB   ,   73+68+AB   ,   71.67   ,   Pass   ,   05-06-2021   ,   3.8   ,   9   ,   B   ,   red   ,   XXXXXXXX   
      divya khan      ,       778        ,   85   ,   34   ,   -24   ,   85+34+-24   ,   69.0   ,   Pass   ,   26-Oct-2021   ,   0.2   ,   17   ,   None   ,   white   ,   6FC580E9   
     NAVEEN PATEL     ,     id_779    ,   40   ,   94   ,   33   ,   167   ,   55.67%   ,   Pass   ,   2019-01-08   ,   6.6   ,   19   ,   C   ,   yellow   ,   7AB5245C   
      lokesh khan      ,    STU-0780    ,   41   ,   42   ,   96   ,   179   ,   incomplete   ,   Pass   ,   2022-03-01   ,   6.6   ,   17   ,   C   ,   blue   ,   F5DC917C   
      sanjana reddy      ,     id_781    ,   85   ,   82   ,   58   ,   225   ,   75.0   ,   Pass   ,   02-27-2024   ,   6.3   ,   16   ,   B   ,   black   ,   AC6E8043   
      lokesh khan      ,   782   ,   76   ,   74   ,   58   ,   76+74+58   ,   69.33   ,   Pass   ,   28-Apr-2020   ,   2.3   ,   19   ,   None   ,   None   ,   7CE0EF31   
     Rohit Rao      ,     00783     ,   98   ,   150   ,   57   ,   98+150+57   ,   72.0   ,   Pass   ,   07/09/2021   ,   6.7   ,   None   ,   B+   ,   green   ,   4BA6A39B   
     Divya Naidu      ,       784        ,   49   ,   65   ,   73   ,   49+65+73   ,   62.33   ,   Pass   ,   05-11-2024   ,   4.3   ,   19   ,   B+   ,   red   ,   2A39681F   
     NAVEEN GUPTA     ,     00785     ,   63   ,   89   ,   -24   ,   63+89+-24   ,   61.67   ,   Pass   ,   08-Mar-2024   ,   35.1   ,   18   ,   B+   ,   green   ,   0F897940   
     KIRAN NAIDU     ,       786        ,   67   ,   40   ,   38   ,   67+40+38   ,   48.33   ,   Pass   ,   2019-05-19   ,   5.0   ,   18   ,   Below Avg   ,   yellow   ,   AFFB1558   
     Anita Rao      ,   787   ,   -10   ,   ?   ,   34   ,   300/300   ,   62.33   ,   Pass   ,   04-Dec-2019   ,   None   ,     19 years    ,   None   ,   blue   ,   None   
     SNEHA AGARWAL     ,     00788     ,   -10   ,   150   ,   85   ,   205   ,   68.33   ,   Pass   ,   21-Sep-2023   ,   1.1   ,   18   ,   B   ,   None   ,   410D997A   
      teja reddy      ,   789   ,   63   ,   150   ,   79   ,   63+150+79   ,   74.33   ,   Pass   ,"   November 11, 2018   ",   5.9   ,   17   ,   Good   ,   blue   ,   FA6F1303   
     Pooja Naidu      ,       790        ,   72   ,   84   ,   AB   ,   72+84+AB   ,   66.67   ,   Pass   ,"   July 04, 2024   ",   2.0   ,   47   ,   Good   ,   black   ,   B0889785   
     LOKESH AGARWAL     ,    STU-0791    ,   91   ,   55   ,   107   ,   91+55+107   ,   -24.62   ,   Pass   ,   06-Nov-2020   ,   4.8   ,     18 years    ,   Good   ,   blue   ,   EDC2372C   
     NAVEEN KHAN     ,     00792     ,   61   ,   97   ,   57   ,   61+97+57   ,   71.67   ,   Pass   ,   10/10/2018   ,   3.1   ,   19   ,   Good   ,   None   ,   6E427C1B   
     TEJA RAO     ,   793   ,   89   ,   ?   ,   51   ,   missing   ,   67.67   ,   Pass   ,"   September 15, 2018   ",   6.8   ,   16   ,   B+   ,   yellow   ,   4DD64B05   
     MEENA GOUD     ,     S794X     ,   67   ,   81   ,   46   ,   67+81+46   ,   64.67   ,   Pass   ,   07-29-2019   ,    0    ,   None   ,   Good   ,   green   ,   C886DE18   
     Harika Patel      ,     00795     ,   44   ,   81   ,   AB   ,   213   ,   71.0   ,   Pass   ,   28/07/2019   ,   None   ,   16   ,   B   ,   yellow   ,   BC25B578   
